src_url,english_names,japanese_names
https://en.wikipedia.org/wiki/Hiro_Matsushita,"Hiroyuki ""Hiro"" Matsushita",ヒロ松下
https://en.wikipedia.org/wiki/Sakai_Toshihiko,Sakai Toshihiko,堺 利彦
https://en.wikipedia.org/wiki/Fuwa_Mitsuharu,Fuwa Mitsuharu,不破 光治
https://en.wikipedia.org/wiki/Abe_Masakatsu,Abe Masakatsu,阿部 正勝
https://en.wikipedia.org/wiki/Jacobo_Kyushei_Tomonaga,Jacobo Kyushei Gorobioye Tomonaga de Santa María,ヤコボ・デ・サンタ・マリア朝長五郎兵衛
https://en.wikipedia.org/wiki/Kat%C5%8D_Tomosabur%C5%8D,Katō Tomosaburō,加藤 友三郎
https://en.wikipedia.org/wiki/Inukai_Tsuyoshi,Inukai Tsuyoshi,犬養 毅
https://en.wikipedia.org/wiki/Kazunari_Ninomiya,Kazunari Ninomiya,二宮 和也
https://en.wikipedia.org/wiki/Shibata_Katsuie,Shibata Katsuie,柴田 勝家
https://en.wikipedia.org/wiki/Eiko_Koike,Eiko Koike,小池 栄子
https://en.wikipedia.org/wiki/Heisuke_Hironaka,Heisuke Hironaka,広中 平祐
https://en.wikipedia.org/wiki/Hidenori_Kusaka,Hidenori Kusaka,日下 秀憲
https://en.wikipedia.org/wiki/Tokugawa_Mochiharu,Tokugawa Mochinaga,徳川 茂徳
https://en.wikipedia.org/wiki/Okada_Iz%C5%8D,Okada Izō,岡田 以蔵
https://en.wikipedia.org/wiki/Mika_Nakashima,Mika Nakashima,中島 美嘉
https://en.wikipedia.org/wiki/Aiko_Kay%C5%8D,Aiko Kayō,嘉陽 愛子
https://en.wikipedia.org/wiki/Minamoto_no_Yoshitsune,Minamoto no Yoshitsune,源 義経
https://en.wikipedia.org/wiki/Akihiko_Tago,Akihiko Tago,多胡 昭彦
https://en.wikipedia.org/wiki/Kobayakawa_Hidekane,Mōri Hidekane,毛利秀包
https://en.wikipedia.org/wiki/Heiz%C5%8D_Takenaka,Heizō Takenaka,竹中 平蔵
https://en.wikipedia.org/wiki/Tachibana_D%C5%8Dsetsu,Tachibana Dōsetsu,立花 道雪
https://en.wikipedia.org/wiki/Saori_Minami,Saori Minami,南 沙織
https://en.wikipedia.org/wiki/Sanada_Nobuyuki,Sanada Nobuyuki,真田 信之
https://en.wikipedia.org/wiki/Arima_Kihei,Miyamoto Musashi,宮本 武蔵
https://en.wikipedia.org/wiki/Ikue_Sakakibara,Ikue Sakakibara,榊原 郁恵
https://en.wikipedia.org/wiki/Midori_Suzuki_(educator),Midori Suzuki,鈴木 みどり
https://en.wikipedia.org/wiki/Sait%C5%8D_Hajime,Saitō Hajime,斎藤 一
https://en.wikipedia.org/wiki/Yagy%C5%AB_Munenori,Yagyū Munenori,柳生 宗矩
https://en.wikipedia.org/wiki/Gackt,Gakuto Oshiro,大城 ガクト
https://en.wikipedia.org/wiki/Kanon_Wakeshima,Kanon Wakeshima,分島 花音
https://en.wikipedia.org/wiki/Shinran,Shinran,親鸞
https://en.wikipedia.org/wiki/Ry%C5%8Dko_Hirosue,Ryōko Hirosue,広末 涼子
https://en.wikipedia.org/wiki/Maeda_Toshinaga,Maeda Toshinaga,前田 利長
https://en.wikipedia.org/wiki/Toyotomi_Hideyori,Toyotomi Hideyori,豊臣 秀頼
https://en.wikipedia.org/wiki/Takeo_Fujisawa,Takeo Fujisawa,藤沢 武夫
https://en.wikipedia.org/wiki/Mariko_Shinoda,Mariko Shinoda,篠田 麻里子
https://en.wikipedia.org/wiki/Date_Masamune,Date Masamune,伊達 政宗
https://en.wikipedia.org/wiki/Shimazu_Yoshihisa,Shimazu Yoshihisa,島津義久
https://en.wikipedia.org/wiki/Sho_Sakurai,Sho Sakurai,櫻井 翔
https://en.wikipedia.org/wiki/Minamoto_no_Yoshinaka,Minamoto no Yoshinaka,源 義仲
https://en.wikipedia.org/wiki/Sakae_%C5%8Csugi,Ōsugi Sakae,大杉 栄
https://en.wikipedia.org/wiki/Senj%C5%ABr%C5%8D_Hayashi,Senjūrō Hayashi,林 銑十郎
https://en.wikipedia.org/wiki/Hikaru_Yaotome,Hikaru Yaotome,八乙女 光
https://en.wikipedia.org/wiki/Maeda_Toshitsune,Maeda Toshitsune,前田 利常
https://en.wikipedia.org/wiki/Emperor_Jinmu,Emperor Jimmu,神武天皇
https://en.wikipedia.org/wiki/Kojima_Toyoharu,Kojima Toyoharu,小島 豊春
https://en.wikipedia.org/wiki/Yoichi_Hatta,Yoichi Hatta,八田 與一
https://en.wikipedia.org/wiki/Takahashi_Korekiyo,Viscount Takahashi Korekiyo,高橋 是清
https://en.wikipedia.org/wiki/Tokugawa_Munetake,Tokugawa Munetake,徳川 宗武
https://en.wikipedia.org/wiki/Ii_Naomasa,Ii Naomasa,井伊 直政
https://en.wikipedia.org/wiki/Doi_Toshikatsu,Doi Toshikatsu,土井 利勝
https://en.wikipedia.org/wiki/Sayaka_Akimoto,Sayaka Akimoto,秋元 才加
https://en.wikipedia.org/wiki/Takaoka_Muneyasu,Takaoka Muneyasu,高岡宗泰
https://en.wikipedia.org/wiki/Saionji_Kinmochi,Prince Saionji Kinmochi,西園寺 公望
https://en.wikipedia.org/wiki/Yamada_Arinobu,Yamada Arinobu,山田 有信
https://en.wikipedia.org/wiki/Kumagai_Naozane,Kumagai no Jirō Naozane,熊谷 次郎 直実
https://en.wikipedia.org/wiki/Tokugawa_Iemitsu,Tokugawa Iemitsu,徳川 家光 August 12
https://en.wikipedia.org/wiki/H%C5%8Dj%C5%8D_Ujimasa,Hōjō Ujimasa,北条 氏政
https://en.wikipedia.org/wiki/Sakanoue_no_Tamuramaro,Sakanoue no Tamuramaro,坂上 田村麻呂
https://en.wikipedia.org/wiki/Kobayakawa_Hideaki,Kobayakawa Hideaki,小早川 秀秋
https://en.wikipedia.org/wiki/Nichiren,Nichiren,日蓮
https://en.wikipedia.org/wiki/Kenkichi_Iwasawa,Kenkichi Iwasawa,岩澤 健吉 Iwasawa Kenkichi
https://en.wikipedia.org/wiki/Kuniaki_Koiso,Kuniaki Koiso,小磯 國昭
https://en.wikipedia.org/wiki/Saigyo,Saigyō Hōshi,西行法師
https://en.wikipedia.org/wiki/Takako_Uehara,Takako Uehara,上原 多香子
https://en.wikipedia.org/wiki/Peter_Shirayanagi,Peter Seiichi Shirayanagi,白柳 誠一 Shirayanagi Seiichi
https://en.wikipedia.org/wiki/Nobuo_Yoneda,Nobuo Yoneda,米田 信夫
https://en.wikipedia.org/wiki/Sakuma_Morimasa,Sakuma Morimasa,佐久間 守正
https://en.wikipedia.org/wiki/Naoe_Kagetsuna,Naoe Kagetsuna,直江景綱
https://en.wikipedia.org/wiki/Mikio_Sato,Mikio Sato,佐藤 幹夫
https://en.wikipedia.org/wiki/Minami_Hinase,Minami Bages,バージュ美波
https://en.wikipedia.org/wiki/Ai_Otsuka,Ai Otsuka,大塚 愛
https://en.wikipedia.org/wiki/Paul_Yoshigoro_Taguchi,Paul Yoshigoro Taguchi,田口芳五郎
https://en.wikipedia.org/wiki/Hidetsugu_Yagi,Hidetsugu Yagi,八木 秀次
https://en.wikipedia.org/wiki/Kano_sisters,Kyoko Kano,叶 恭子
https://en.wikipedia.org/wiki/Miura_Yoshimoto,The Miura family,三浦氏
https://en.wikipedia.org/wiki/Baba_Nobufusa,Baba Nobuharu,馬場 信春
https://en.wikipedia.org/wiki/Haruna_Kojima,Haruna Kojima,小嶋 陽菜
https://en.wikipedia.org/wiki/Angela_Aki,Kiyomi Angela Aki,安藝 聖世美 アンジェラ
https://en.wikipedia.org/wiki/Mizuki_Nana,Nana Mizuki,水樹 奈々
https://en.wikipedia.org/wiki/Norio_Kaifu,Norio Kaifu,海部 宣男
